offset_hex,line,layout,max_len,source_en,fr_text,fr_len,overflow
0x0306E1,6064,,10,<0A><B1D1><B4AC><BAC5><B8BC>!,K.O. en un coup !,17,YES
0x0306EC,6065,,8,<0A><B3EF><B8B9><B0F8>!,s'est enfui !,13,YES
0x0306F5,6066,,8,<0A><B0CE><B0EC><B3EF>!,ne peut pas fuir !,18,YES
0x0306FE,6067,,11,<0A><B0DC><B8D8><B9B5><BBB2><B0F8>,n'est plus empoisonné !,23,YES
0x03070B,182,,8,Woke up!,se réveille!,12,YES
0x030714,6068,,11,<0A><B2ED><B5FA><B9B5><BBB2><B0F8>,n'est plus paralysé !,21,YES
0x030720,6069,,11,<0A><BAE7><B9C7><B9B5><BBB2><B0F8>,n'est plus brûlé !,18,YES
0x030738,6070,,11,<0A><BAE8><BAD4><B9B5><BBB2><B0F8>,n'est plus gelé !,17,YES
0x030744,6071,,11,<0A><B7AE><B8D8><B9B5><BBB2><B0F8>,n'est plus gravement empoisonné !,33,YES
0x030750,6072,,11,<0A><B3EE><B8AC><B9B5><BBB2><B0F8>,n'a plus peur !,15,YES
0x03076B,185,,9,00Trainer,00Dresseur,10,YES
0x03077A,6073,,7,000<B3C7><B0C3>,Requis :,8,YES
0x030782,6074,,9,<0A><B4D0><B4BC><B3D1><B3D2>,Badge Cascade,13,YES
0x03078C,6075,,9,<0A><B7EB><B4BC><B3D1><B3D2>,Badge Foudre,12,YES
0x0307A0,6077,,9,<0A><B6CA><B8FD><B3D1><B3D2>,Badge Prisme,12,YES
0x0307AA,6078,,9,<0A><B4BB><B4BC><B3D1><B3D2>,Badge Roche,11,YES
0x0307B9,6079,,10,<0A><B0CE><B0EC><B0DC><B8D8>!,ne peut pas être empoisonné !,29,YES
0x0307C4,6080,,10,<0A><B0CE><B0EC><BAE7><B9C7>!,ne peut pas être brûlé !,24,YES
0x0307CF,6081,,10,<0A><B0CE><B0EC><BAE8><BAD4>!,ne peut pas être gelé !,23,YES
0x03081F,5429,,12,00Party Full,00Équipe plei,13,YES
0x03082C,221,dialogue_intro_17_19,106,Hello there!     Welcome to the     world of Pok@mon!  My name is OAK!    People call me the Pok@mon PROF!,"PROF. CHEN :\nBien le bonjour !\nBienvenue !\nVoici le monde\ndes Pokémon !\nMoi, c'est Chen,\nle Prof Pokémon !\nIci vivent\ndes créatures\nappelées Pokémon !",187,YES
0x030898,152,pokedex_13x4,46,It uses the  bulb on it's back to storeenergy.,Il stocke de l'énergie dans le bulbe de son dos.,50,YES
0x030919,155,,19,00000000Don't have!,00000000Pas en stock!,21,YES
0x03092D,207,,11,No Pokemon!,Pas de Pokémon,14,YES
0x03094A,6061,,9,0<B4A9><B0DB><B9BA><B9BB>,est maudit !,12,YES
0x030955,156,,29,00000000000000000Regained HP!,00000000000000000PV restaurés !,31,YES
0x030F83,5557,,10,Secret Key,Clé Secrète,11,YES
0x0310FB,5835,,5,Ember,Flammèche,9,YES
0x031101,5896,,6,<B0C7><B0C9><B0CB>,Roue de Feu,11,YES
0x031108,5897,,6,<B0CD><B0CF><B0D1>,Poing de Feu,12,YES
0x03110F,5898,,8,<B0D3><B0D5><B0D7><B0D9>,Lance-Flamme,12,YES
0x031118,5899,,6,<B0DB><B0DD><B0DF>,Feu Sacré,9,YES
0x03111F,5900,,6,<B0E1><B0E3><B0E5>,Déflagration,12,YES
0x031126,5602,,5,Erupt,Éruption,8,YES
0x03112C,5603,,4,Wisp,Feu Follet,10,YES
0x031138,5901,,6,<B561><B563><B565>,Pistolet à O,12,YES
0x031142,5902,,6,<B0E7><B0E9><B0EB>,Vibraqua,8,YES
0x031149,5903,,6,<B0ED><B0EF><B0F1>,Bulles d'O,10,YES
0x031150,5904,,6,<B567><B569><B56B>,Octazooka,9,YES
0x03115A,5905,,6,<B0F3><B0F5><B0F7>,Pince-Masse,11,YES
0x031166,5906,,6,<B56D><B56F><B571>,Hydrocanon,10,YES
0x031170,5907,,6,<B0F9><B0FB><B0FD>,Tourniquet,10,YES
0x031177,5605,,5,Clamp,Claquoir,8,YES
0x03118F,5909,,6,<B1A9><B1AB><B1AD>,Onde de Choc,12,YES
0x031196,5606,,5,Spark,Étincelle,9,YES
0x03119C,5910,,8,<B1AF><B1B1><B1B3><B1B5>,Poing-Éclair,12,YES
0x0311AE,5912,,6,<B1BF><B1C1><B1C3>,Élecanon,8,YES
0x0311B5,5913,,6,<B1C5><B1C7><B1C9>,Électacle,9,YES
0x0311BC,5607,,7,Thunder,Fatal-Foudre,12,YES
0x0311C4,5914,,8,<B1CB><B1CD><B1CF><B1D1>,Cage-Éclair,11,YES
0x0311CD,5608,,6,Avsorb,Vol-Vie,7,YES
0x0311D4,5915,,6,<B1D3><B1D5><B1D7>,Méga-Sangsue,12,YES
0x0311DB,5916,,6,<B1D9><B1DB><B1DD>,Feuille Magik,13,YES
0x0311E2,5917,,4,<B573><B575>,Fouet Lianes,12,YES
0x0311EC,5918,,6,<B1DF><B1E1><B1E3>,Tranch'Herbe,12,YES
0x0311F3,5919,,6,<B1E5><B1E7><B1E9>,Poing Dard,10,YES
0x0311FA,5920,,4,<B577><B579>,Canon Graine,12,YES
0x031204,5921,,6,<B1EB><B1ED><B1EF>,Lance-Soleil,12,YES
0x03120B,5922,,6,<B1F1><B1F3><B1F5>,Végé-Attaque,12,YES
0x031212,5923,,8,<B1F7><B1F9><B1FB><B1FD>,Siffl'Herbe,11,YES
0x03121B,5924,,8,<B1FF><B101><B103><B105>,Poudre Dodo,11,YES
0x03122A,5925,,6,<B107><B109><B10B>,Para-Spore,10,YES
0x031231,5926,,6,<B10D><B10F><B111>,Poudreuse,9,YES
0x031238,4846,,8,Icy Wind,Vent Glace,10,YES
0x031241,5927,,6,<B113><B115><B117>,Brise Glacée,12,YES
0x031248,5928,,6,<B57B><B57D><B57F>,Poing-Glace,11,YES
0x031252,4847,,8,Ice Beam,Laser Glace,11,YES
0x031264,5929,,6,<B119><B11B><B11D>,Glaciation,10,YES
0x03126B,4849,,8,Mud Slap,Coud'Boue,9,YES
0x031274,4850,,8,Mud Shot,Tir de Boue,11,YES
0x03127D,5612,,3,Dig,Tunnel,6,YES
0x031281,5930,,4,<B581><B583>,Massd'Os,8,YES
0x031292,5932,,10,0000<B129><B12B><B12D>,0000Osmerang,12,YES
0x0312A9,5933,,6,<B133><B135><B137>,Jet de Sable,12,YES
0x0312B0,5934,,6,<B139><B13B><B13D>,Jet-Pierres,11,YES
0x0312B7,5935,,4,<B585><B587>,Tomberoche,10,YES
0x0312C1,5936,,8,<B13F><B141><B143><B145>,Pouvoir Antique,15,YES
0x0312CA,5937,,6,<B147><B149><B14B>,Éboulement,10,YES
0x0312D1,5938,,6,<B14D><B14F><B151>,Vampirisme,10,YES
0x0312D8,5939,,6,<B153><B155><B157>,Double-Dard,11,YES
0x0312DF,5940,,6,<B159><B15B><B15D>,Vent Argenté,12,YES
0x0312E6,5941,,6,<B15F><B161><B163>,Rayon Signal,12,YES
0x0312ED,5942,,4,<B589><B58B>,Mégacorne,9,YES
0x0312F7,5943,,4,<B58D><B58F>,Lumi-Queue,10,YES
0x031301,5944,,6,<B165><B167><B169>,Sécrétion,9,YES
0x031308,5945,,10,0000<B16F><B171><B173>,0000Dard-Venin,14,YES
0x031313,5836,,4,Smog,Purédpois,9,YES
0x031318,5837,,4,Acid,Acide,5,YES
0x03131D,5946,,6,<B175><B177><B179>,Queue-Poison,12,YES
0x031324,5947,,6,<B17B><B17D><B17F>,Crochet Venin,13,YES
0x03132B,5617,,6,Sludge,Détritus,8,YES
0x031332,5948,,6,<B181><B183><B185>,Bomb-Beurk,10,YES
0x031339,5949,,10,0000<B18B><B18D><B18F>,0000Gaz Toxik,13,YES
0x031353,5950,,6,<B191><B193><B195>,Éclate-Roc,10,YES
0x03135A,5951,,6,<B197><B199><B19B>,Poing-Karaté,12,YES
0x031361,5952,,6,<B3E1><B3E3><B3E5>,Double Pied,11,YES
0x031368,5618,,7,Revenge,Vendetta,8,YES
0x031370,5953,,8,<B3E7><B3E9><B3EB><B3ED>,Mawashi Geri,12,YES
0x031379,5954,,6,<B3EF><B3F1><B3F3>,Corps Perdu,11,YES
0x031380,5955,,8,<B3F5><B3F7><B3F9><B3FB>,Frappe Atlas,12,YES
0x031389,5956,,6,<B3FD><B3FF><B301>,Casse-Brique,12,YES
0x031390,5957,,8,<B303><B305><B307><B309>,Stratopercut,12,YES
0x031399,5958,,6,<B30B><B30D><B30F>,Coup-Croix,10,YES
0x0313A0,5959,,8,<B311><B313><B315><B317>,Dynamopoing,11,YES
0x0313A9,5960,,8,<B319><B31B><B31D><B31F>,Poing Boost,11,YES
0x0313B2,5961,,6,<B321><B323><B325>,Mitra-Poing,11,YES
0x0313B9,5619,,4,Peck,Picpic,6,YES
0x0313BE,5620,,4,Gust,Tornade,7,YES
0x0313C3,5962,,6,<B327><B329><B32B>,Tranch'Air,10,YES
0x0313CA,5963,,6,<B32D><B32F><B331>,Cru-Aile,8,YES
0x0313D1,5964,,6,<B333><B335><B337>,Aéropique,9,YES
0x0313DC,5965,,6,<B339><B33B><B33D>,Bec Vrille,10,YES
0x0313EA,5966,,6,<B33F><B341><B343>,Aéroblast,9,YES
0x0313F8,5968,,6,<B591><B593><B595>,Choc Mental,11,YES
0x031402,4852,,8,Psy Beam,Rafale Psy,10,YES
0x03140B,5969,,4,<B597><B599>,Ball'Brume,10,YES
0x031415,5970,,6,<B59B><B59D><B59F>,Choc Psy,8,YES
0x03141F,5971,,8,<B34B><B34D><B34F><B351>,Psykoud'Boul,12,YES
0x031430,5972,,6,<B353><B355><B357>,Dévorêve,8,YES
0x031437,5973,,6,<B7E5><B7E7><B7E9>,Psycho-Boost,12,YES
0x03144A,5623,,4,Rest,Repos,5,YES
0x031458,5974,,4,<B7EB><B7ED>,Plénitude,9,YES
0x03146A,5843,,4,Lick,Léchouille,10,YES
0x03146F,5625,,8,Astonish,Étonnement,10,YES
0x031478,5975,,6,<B359><B35B><B35D>,Poing Ombre,11,YES
0x03147F,5976,,6,<B401><B403><B405>,Ball'Ombre,10,YES
0x031486,5977,,6,<B407><B409><B40B>,Griffe Ombre,12,YES
0x03148D,5978,,8,<B40D><B40F><B411><B413>,Onde Folie,10,YES
0x03149E,5979,,6,<B415><B417><B419>,Draco-Rage,10,YES
0x0314A5,5980,,6,<B41B><B41D><B41F>,Dracosouffle,12,YES
0x0314AC,5981,,6,<B421><B423><B425>,Draco-Griffe,12,YES
0x0314B3,5982,,6,<B427><B429><B42B>,Draco-Choc,10,YES
0x0314BA,5983,,6,<B42D><B42F><B431>,Danse Draco,11,YES
0x0314C1,5984,,6,<B7EF><B7F1><B7F3>,Sabotage,8,YES
0x0314D2,5627,,4,Bite,Morsure,7,YES
0x0314D7,5628,,6,Crunch,Mâchouille,10,YES
0x0314DE,5986,,6,<B439><B43B><B43D>,Griffe Acier,12,YES
0x0314E5,5987,,6,<B43F><B441><B443>,Aile d'Acier,12,YES
0x0314EC,5988,,4,<B7F5><B7F7>,Queue de Fer,12,YES
0x0314F6,5989,,6,<B445><B447><B449>,Poing Météore,13,YES
0x0314FD,5990,,8,<B44B><B44D><B44F><B451>,Mur de Fer,10,YES
0x031506,4853,,6,Splash,Trempette,9,YES
0x03150D,5991,,6,<B453><B455><B457>,Tour Rapide,11,YES
0x031523,5630,,5,Pound,Écras'Face,10,YES
0x031529,5992,,6,<B459><B45B><B45D>,Vive-Attaque,12,YES
0x031541,5631,,3,Cut,Coupe,5,YES
0x031545,5632,,5,Swift,Météores,8,YES
0x03154B,5633,,5,Stomp,Écrasement,10,YES
0x031551,5993,,6,<B501><B503><B505>,Éclate Griffe,13,YES
0x031558,5994,,6,<B507><B509><B50B>,Puissance Cachée,16,YES
0x03155F,5995,,6,<B50D><B50F><B511>,Croc de Mort,12,YES
0x031566,5996,,6,<B513><B515><B517>,Coupe-Vent,10,YES
0x03156D,5997,,6,<B519><B51B><B51D>,Damoclès,8,YES
0x031574,5998,,6,<B51F><B521><B523>,Ultralaser,10,YES
0x03157B,5999,,8,<B525><B527><B529><B52B>,Destruction,11,YES
0x031584,5634,,7,Explode,Explosion,9,YES
0x03158C,6000,,8,<B52D><B52F><B531><B533>,Guillotine,10,YES
0x031595,6001,,6,<B535><B537><B539>,Empal'Korne,11,YES
0x03159C,5635,,4,Sing,Berceuse,8,YES
0x0315A1,6002,,4,<B7F9><B7FB>,Grobisou,8,YES
0x0315AB,6003,,6,<B53B><B53D><B53F>,Ultrason,8,YES
0x0315B2,6004,,6,<B541><B543><B545>,Danse-Lames,11,YES
0x0315B9,5637,,5,Growl,Rugissement,11,YES
0x0315BF,5638,,7,Bulk-up,Gonflette,9,YES
0x0315C7,6005,,8,<B547><B549><B54B><B54D>,Boul'Armure,11,YES
0x0315D7,6006,,4,<B7FD><B7FF>,Mimi-Queue,10,YES
0x0315E1,5640,,5,Charm,Charme,6,YES
0x0315E7,6007,,6,<B54F><B551><B553>,Brouillard,10,YES
0x03160A,5642,,4,Roar,Hurlement,9,YES
0x03160F,6009,,6,<B701><B703><B705>,Cyclone,7,YES
0x03163B,6010,,6,<B55B><B55D><B55F>,Poudre Toxik,12,YES
0x03176F,4870,,8,MaxEther,Huile Max,9,YES
0x0317B5,5537,,3,Map,Carte,5,YES
0x0317CF,5540,,10,S.S.Ticket,Passe Bateau,12,YES
0x0317E3,5542,,10,SilphScope,Scope Sylphe,12,YES
0x0317EE,5543,,9,Pok@Flute,Poké Flûte,10,YES
0x031A15,4880,,14,Catch  Pok@mon,Capturer Pokémon,16,YES
0x031A24,4881,,18,Catch  Pok@mon100%,Capture Pokémon100%,19,YES
0x031A5D,4884,,26,00000000000000Restore20 HP,00000000000000Restaure 20PV,27,YES
0x031ACE,4890,,13,Cures  Freeze,Guérit le  Gel,14,YES
0x031ADC,5548,,11,Cures  Burn,Guérit Brulr,12,YES
0x031AE8,4891,,22,00Heal   PKMN   Status,00Guérit Statut Pokémon,23,YES
0x031B54,4895,,18,Evolve ThunderPKMN,Évol. Pokémon Foudre,20,YES
0x031B67,4896,,18,Evolve Grass  PKMN,Évol. Pokémon Plante,20,YES
0x031B7A,4897,,18,Evolve Normal PKMN,Évol. Pokémon Normal,20,YES
0x031BA0,4899,,10,Town   Map,Carte Ville,11,YES
0x031BBC,5550,,13,Pok@monFossil,Fossile Pokémon,15,YES
0x031BE8,4902,,20,Lets   you seeGhosts,Permet de voir les fantômes,27,YES
0x031C36,5847,,4,Will,Clément,7,YES
0x031C3B,4939,,11,Jr.Trainer>,Dresseur JR>,12,YES
0x031C47,5552,,7,Juggler,Jongleur,8,YES
0x031C61,5553,,5,Twins,Jumelles,8,YES
0x031CA1,6087,,7,<0A><B0CA><B0E3><B1AE>,CS Force,8,YES
0x031CA9,6088,,7,<0A><B4BE><B0E4><B1AE>,CS Flash,8,YES
0x031E6A,4912,,4,Gary,Régis,5,YES
0x031E6F,4913,,5,Brock,Pierre,6,YES
0x031E75,4914,,5,Misty,Ondine,6,YES
0x031E7B,4915,,8,Lt.Surge,Major Bob,9,YES
0x031E97,4919,,6,Blaine,Auguste,7,YES
0x031EC2,4925,,13,Jesse & James,Jessie & James,14,YES
0x031EF3,5505,,7,Psychic,Kinésiste,9,YES
0x031EFB,5506,,4,Lass,Fillette,8,YES
0x031F26,5508,,9,Scientist,Scientifique,12,YES
0x031F30,5509,,5,Hiker,Montagnard,10,YES
0x031F7E,4932,,11,Jr.Trainer=,Dresseur JR=,12,YES
0x031FCE,5518,,11,Bird Keeper,Ornithologue,12,YES
0x031FDA,5519,,5,Biker,Motard,6,YES
0x031FF1,4937,,8,Prof.Oak,Prof.Chen,9,YES
0x032161,5851,,5,Skier,Skieuse,7,YES
0x03216F,6013,,10,<B76B><B76D><B76F><B771>  ,Plateau Indigo,14,YES
0x0321AF,4946,pokedex_13x4,45,It withdraws into its     shell when indanger,Il rentre dans sa carapace face au danger.,49,YES
0x032211,4948,pokedex_13x4,50,A very brutalPok@mon with powerful jetson its back,Ce Pokémon brutal a de puissants jets dorsaux.,52,YES
0x032275,4950,pokedex_13x4,45,It hides in  grass and    bushes to eatleaves,Il se cache dans l'herbe pour manger des feuilles.,52,YES
0x0322D3,4952,pokedex_13x4,45,It will oftenkick up sand to protect   itself,Il projette du sable pour se protéger lui-même,47,YES
0x03236A,4955,pokedex_13x4,46,Moves quietlyand eats the eggs of bird Pok@mon,Il mange les oeufs des Pokémon oiseaux.,47,YES
0x032399,4956,pokedex_13x4,46,The markings on its belly serve as a   warning,Ses motifs ventraux avertissent ses ennemis.,51,YES
0x0323C8,4957,pokedex_13x4,50,Its tail actsas a ground  to guard it  from shocks,Sa queue évacue les décharges dans le sol.,51,YES
0x032420,4959,pokedex_13x4,48,Its venomous barbs render this Pok@mon dangerous,Ses piquants venimeux le rendent dangereux.,49,YES
0x0324E0,4964,pokedex_13x4,49,"As it grows, its tails    split to formmore tails","En grandissant, ses queues se multiplient.",51,YES
0x032512,4966,pokedex_13x4,50,When angered it will infl-ate to an en-ormous size,Quand en colère il gonfle à une taille énorme,52,YES
0x032545,4967,pokedex_13x4,45,Lives in darkplaces. Uses sound waves  to see,Il vit dans le noir et voit avec des ultrasons.,49,YES
0x0325A7,4970,pokedex_13x4,44,It absorbs   energy from  the roots of trees,Il absorbe l'énergie des racines des arbres,45,YES
0x032609,4973,pokedex_13x4,45,A team of diglets that cantrigger earthquakes,Un groupe de Taupiqueur peut causer des séismes.,51,YES
0x03276A,4982,pokedex_13x4,45,It can throw punches that sends its foeflying,Ses poings projettent ses ennemis au loin.,47,YES
0x0328C2,4991,pokedex_13x4,44,"While 2 headssleep, one   head stays   awake",Quand 2 têtes dorment une tête reste éveillée,47,YES
0x032924,4993,pokedex_13x4,47,"Smells so aw-ful, it can  cause people to faint",Son odeur affreuse peut faire perdre connaissance.,52,YES
0x032A17,4998,pokedex_13x4,47,It'll self-  destruct withvery little  stimulus,Il peut exploser au moindre stimulus.,48,YES
0x032AAF,5002,pokedex_13x4,47,Its bones are1000 times   stronger thana humans,Ses os sont mille fois plus durs que les nôtres.,50,YES
0x032B47,5006,pokedex_13x4,45,Its identity is swathed byseaweed like vines.,Des lianes d'algues cachent son identité.,48,YES
0x032BA7,5008,pokedex_13x4,44,"If in danger,it will sprayink from its mouth","En danger, il projette de l'encre par la bouche.",49,YES
0x032D32,5018,pokedex_13x4,45,It may mutateif exposed toelemental    stones,Il peut muter au contact de pierres élémentaires.,52,YES
0x032D60,5019,pokedex_13x4,48,It's tail is often mist-  aken for a   mermaid's,Sa queue est souvent prise pour celle d'une sirène.,52,YES
0x032E93,5027,pokedex_13x4,48,Thought to bea myth till  it was recen-tly found,"Pris pour un mythe, il fut découvert récemment.",49,YES
0x032F5E,5032,pokedex_13x4,39,Rainbows are said to form when it flies,On dit qu'il crée des arcs-en-ciel en volant.,49,YES
0x032FD0,5036,pokedex_13x4,49,"According to myth,it crea-ted Earth's  continents","Selon le mythe, il créa les continents.",50,YES
0x033060,5432,,3,Cut,Coupe,5,YES
0x033095,6014,,10,<B707><B709><B70B>    ,Bourg Palette,13,YES
0x0330AB,6016,,10,<B715><B717><B719><B71B>  ,Forêt de Jade,13,YES
0x0330C1,717,,10,Mt.Moon   ,Mont Sélénite,13,YES
0x0330F8,6022,,9,<B741><B743><B745><B747> ,Céladopole,10,YES
0x033102,6023,,10,<B749><B74B><B74D><B74F><B751>,Carmin sur Mer,14,YES
0x033118,6025,,10,<B75B><B75D><B75F><B761>  ,Cramois'Île,11,YES
0x033123,6026,,10,<B763><B765><B767><B769>  ,Route Victoire,14,YES
0x0331EF,5303,dialogue_19_19,27,0Are you good enoughfor me?,Tu as dû en baver pour arriver jusqu'ici !,49,YES
0x03320B,5377,dialogue_19_19,24,I never wanted to  lose!,"À toi de jouer, maintenant.",30,YES
0x033224,5308,dialogue_19_19,19,I can see your good,"Toi aussi, tu viens défier la Ligue ?",36,YES
0x033238,5365,dialogue_19_19,26,"I concede, you're  better.",Tu pourrais devenir Champion !,29,YES
0x03326D,5397,dialogue_19_19,10,Well done!,J'étais prêt !,14,YES
0x033290,5382,dialogue_19_19,14,I got whipped.,Tu vises haut !,15,YES
0x03331B,6099,dialogue_19_19,121,"<0A><B0B6><B1EC>:<B1C2><B2BE><B0C2><B1D1><B0F0><B6C6><B1BE><B4A5><B0F8>,<B0DE><B5E0>!<B0CE><B3D4><B0C5><B0EE><B2DA><B0BC><B5F7><B5DC><B1D7><B1C8><BBD4><B0A1><B0A2><B3CE><B3CF>...<B0C5><B2BD><B0C2><B0C8><B2C5><B2C6><B1D1><B0F9><B2B2><B3EB><B1B4>!<B1C2><B0C8><B3A4><B5C0><B1D5><B0F8><B2AC>,<B0B9><B1C2><B6E0><B7C3><B0F8>!<B0FB><B1F9><B0F8>...","RÉGIS : Zut !\nJ'étais distrait.\nÀ ce niveau, jamais\ntu ne gagneras\nla Ligue.\nEntraîne-toi !\nJe trace. À plus !",132,YES
0x033395,6108,dialogue_19_19,39,<0A><B3DF><B3E0>:<B2AC>!<B0C5><B0C6><B0BC><B0BC><B9DB><B0C2><B3CE><B3CF><B3D1><B3D2>!<B2D8><B3DA><B3D4><B0BE>!,GARDE : Oh !\nTes Badges de Ligue\nsont authentiques !\nTu peux passer !,73,YES
0x0333FF,5320,dialogue_19_19,37,This is the final  test for trainers!,"Tu t'es bien battu, mais tu t'arrêtes ici !",43,YES
0x033425,5383,dialogue_19_19,16,I need to train.,Dire que j'ai perdu...,27,YES
0x03344F,5451,dialogue_19_19,13,Unbelievable!,"Finalement, non... Tu veux m'épouser ?",38,YES
0x03345D,5321,dialogue_19_19,33,I heard about a    young prodigy.,Pourquoi sont-ils\ntous si faibles ?,36,YES
0x03347F,5349,dialogue_19_19,31,You really beat    Team Rocket?,Je manque sûrement d'amour pour eux...,38,YES
0x03353B,3863,dialogue_19_19,71,"Here at the Pok@monLeague, you have toface the Elite Fourin succession.",Tu vas affronter\nles quatre membres\ndu Conseil des 4.\nVise la victoire !,75,YES
0x0336E4,3902,dialogue_19_19,48,My job is done! Go face your next     challenge!,J'ai perdu...\nBien joué !\nLa suite t'attend.,56,YES
0x033861,3935,dialogue_19_19,146,I heard about you Ilead the Elite FourI am Lance the dra-gon tamer! Dragon'spowers are superiorReady to lose? YourLeague challenge   ends with me!,"Moi, c'est PETER !\nJe dirige\nle Conseil des 4 !\nLes dragons sont\ndes êtres sacrés.\nDurs à capturer,\nils sont presque\ninvincibles !\nLe glas sonne...\nTu vas perdre !",186,YES
0x033CB1,4028,dialogue_19_19,62,"Ash,Lorelei was    looking for you,shewent to Cerulean   cave.",MAMAN : Étrange phénomène près d'Azuria. Olga enquête...,67,YES
0x033CF0,6114,dialogue_19_19,105,"00000000000<B3FC><B3FD>:<B1F5><B0C2><B9FA><B9FB>,<B1E1><B1AD><B4F7><B0BC><B2FC><BDAB><B0E9><B0EA><B0CE><B0B8><B0AD><B0DF><B2F5><B0B8><B3CE><B3CF><B0EF><B3DB><B2DE><B2C5><B1BF><B3FB><B0F2>...<B2FC><BDAB><B1B4><B1B5><B0C7><B4CF><B4D0><B4D1><BDF6><BDAA><BCEC><B3D6><B0C7><B0F8>...","ARBITRE :\nDésolé.\nOlga est absente,\nalors la Ligue\nsuspend les défis.\nElle enquête\nà Azuria...",125,YES
0x033D5B,5856,dialogue_19_19,11,MewTwo:....,MEWTWO : ...,12,YES
0x033FC5,6127,dialogue_19_19,57,"<0A><B2FC><BDAB>:<B0C5><B0DB><B3D5><B0C2><B2AF><B1E6><B2B5><B0C1>?...<B1B4><B0BE>,<B1C2><B3F1><B0F8><B2AB><B3FE><B0F9><B1D1><B0BA><B9EA><BAF1><B3DD><B3DE><B0BE>",OLGA : Tu es fort.\nZ'est bien.\nJ'ai perdu.\nPasse à la suite !,75,YES
