pointer_reference_hex,chinese_record_index,chinese_offset_hex,chinese_text,english_offset_hex,english_storage,english_text,english_translation_status,french_source_offset_hex,french_text,present_in_french,pointer_redirected_for_french
0x0331AF,988,0x034207,"
瓦它诺:虽然难过但你的技术一流!不过要想成为真正的冠军就应该进入冠军的房间打败里面的训练师!!他比你早一步打败我们四天王!",0x034207,graphical_codes,<0A><BAF4><B6A6><BBCF>:<B4A4><B2AA><B4A7><B3D4><B3A8><B0C5><B0BC><B4BF><B1AE><B1D1><B9D7>!<B0CE><B3D4><B0C3><B1D7><B2EA><B0EA><B1F5><B2BA><B0BC><B4A1><B4A2><B2AB><B6B9><B3B3><B3DE><B5BB><B4A1><B4A2><B0BC><B9EA><BAF1><B0CF><B6A2><B0BF><B4A8><B0BC><B2DE><B2C5><B2DF>!!<B1F0><B2B2><B0C5><B2BB><B1D1><B7D4><B0CF><B6A2><B1C2><B2EF><B1E1><B1AD><B4F7>!,not_translated_in_english,0x034207,"PETER : Bien joué !
Mais pour être
le vrai Champion,
bats le Dresseur
qui nous a vaincus.
Il t'attend
dans la salle
suivante !",yes,no
0x0331D3,1006,0x0344B8,"
大木博士:你又堂堂正正的赢了!恭喜你小智,从你刚开始得到比卡丘开始到现在你真的变强了,应该说你长大了!小智,你能制霸宠物精灵联盟!不是你一个人的力量!是你与精灵之间巧妙的感情!小智你跟我来!",0x03447C,graphical_codes,"0000000000000000000000000000000000000000000000000000000000000<B1BE><B1C3><B1C4><B1C5>:<B0C5><B5B0><BDF2><BDF2><B2BA><B2BA><B0BC><B3F5><B0F8>!<BBA6><B6EB><B0C5><B0B6><B0B7>,<B1FA><B0C5><B2BF><B1D9><B1DA><B2C1><B0DB><B2B2><B2C2><B2C3><B1D9><B1DA><B0DB><B2F5><B0B8><B0C5><B1F5><B0BC><B3D6><B2C9><B0F8>,<B6B9><B3B3><B1E7><B0C5><B2EB><B1BE><B0F8>!<B0B6><B0B7>,<B0C5><B0EC><B2E4><BBD4><B0C0><B0C1><B0A1><B0A2><B3CE><B3CF>!<B0CE><B0C2><B0C5><B1D1><B0BA><B2B5><B0BC><B0E3><B3EC>!<B0C2><B0C5><B2A1><B0A1><B0A2><B3E3><BAF1><BDF5><B7FC><B0BC><B5EA><B7AB>!<B0B6><B0B7><B0C5><B2A2><B1C2><B0FC>!",not_translated_in_english,0x03447C,"PROF. CHEN : Bravo,
Sacha !
Avec Pikachu,
tu as tant grandi !
Grâce au lien noué
avec tes Pokémon,
tu as gagné !
Suis-moi !",yes,no
0x0331D5,1007,0x03456E,"
大木博士:小智,你经过激烈的战斗!而如今成为联盟冠军!在此记录下小智的名字与精灵的名字吧!和我一起回家吧,你妈妈一定很想你",0x03456E,graphical_codes,"<0A><B1BE><B1C3><B1C4><B1C5>:<B0B6><B0B7>,<B0C5><B2A5><B3D4><BAB4><BBC8><B0BC><B0F2><B4B7>!<B1CE><B1FE><B6C9><B2EA><B0EA><B3CE><B3CF><B4A1><B4A2>!<B0B8><BDE7><B2F8><B2F9><B0F9><B0B6><B0B7><B0BC><B3B1><B9B1><B2A1><B0A1><B0A2><B0BC><B3B1><B9B1><B0BE>!<B0C9><B1C2><B1D1><B0E8><B2A3><B1BF><B0BE>,<B0C5><B1DB><B1DB><B1D1><B2B1><B3F7><B1D7><B0C5>",not_translated_in_english,0x03456E,"PROF. CHEN : Bravo,
Sacha !
Te voilà Champion
de la Ligue !
Notons vos noms.
Puis rentrons :
ta mère t'attend.",yes,no
0x0331D7,1008,0x0345E4,"
妈妈:我听说你要去彩虹市的南晶科技开发部挑战名叫卡美优的训练师!听说他的精灵至今还没有被人打败过,你千万要小心啊...",0x0345E4,graphical_codes,"<0A><B1DB><B1DB>:<B1C2><B1F1><B1E7><B0C5><B0C3><B0C7><B6CA><B8FD><B4D1><B0BC><B0A7><B0A8><BDE0><B4BF><B1D9><B2F4><B6C1><B3FB><B0F2><B3B1><B1C1><B2C2><B6A8><B8EE><B0BC><B2DE><B2C5><B2DF>!<B1F1><B1E7><B1F0><B0BC><B0A1><B0A2><BDFA><B6C9><B2BD><B2B6><B0AE><B1B6><B2B5><B0CF><B6A2><B3D4>,<B0C5><B8F9><B4B1><B0C3><B0B6><B0DD><B2AC>...",not_translated_in_english,0x0345E4,"MAMAN : Kameiyu, chez Nanjing Tech à Céladopole, aurait des Pokémon invaincus. Tu vas le défier ? Prudence...",yes,no
0x0331E3,1014,0x034847,"
妈妈:你完成精灵图鉴了吗?",0x0347CB,graphical_codes,00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000<B1DB><B1DB>:<B0C5><B3A6><B2EA><B0A1><B0A2><B2F1><B2F2><B0F8><B0D7>?,not_translated_in_english,0x0347CB,"MAMAN :
Tu as terminé
le Pokédex ?",yes,no
0x0348E5,1023,0x034952,"
得到大师球",0x034953,graphical_codes,<B2C1><B0DB><B1BE><B2DF><B0BD>,not_translated_in_english,0x034953,Master Ball reçue !,yes,no
0x0348ED,1027,0x034982,"
得到最大伤药",0x034981,graphical_codes,00<B2C1><B0DB><B3F2><B1BE><B9C7><BBB9>,not_translated_in_english,0x034981,Potion Max reçue !,yes,no
0x0348F7,1032,0x0349C0,"
得到烧伤药",0x0349BF,graphical_codes,00<B2C1><B0DB><BAE7><B9C7><BBB9>,not_translated_in_english,0x0349BF,Anti-Brûle reçu !,yes,no
0x0348FD,1035,0x0349E6,"
得到PP提升",0x0349E5,graphical_codes,00<B2C1><B0DB>PP<B4C7><B4C8>,not_translated_in_english,0x0349E5,Huile reçue !,yes,no
0x0348FF,1036,0x0349F2,"
得到PP最大",0x0349F2,graphical_codes,<0A><B2C1><B0DB>PP<B3F2><B1BE>,not_translated_in_english,0x0349F2,Huile Max reçue !,yes,no
0x03490D,1043,0x034A48,"
得到包裹",0x034A49,graphical_codes,<B2C1><B0DB><B2E0><B2E1>,not_translated_in_english,0x034A49,Colis Chen reçu !,yes,no
0x03490F,1044,0x034A52,"
得到精灵图鉴",0x034A52,graphical_codes,<0A><B2C1><B0DB><B0A1><B0A2><B2F1><B2F2>,not_translated_in_english,0x034A52,Pokédex reçu !,yes,no
0x034911,1045,0x034A60,"
得到地图",0x034A60,graphical_codes,<0A><B2C1><B0DB><B3BB><B2F1>,not_translated_in_english,0x034A60,Carte reçue !,yes,no
0x034913,1046,0x034A6A,"
得到菊石化石",0x034A6A,graphical_codes,<0A><B2C1><B0DB><BADE><B1B2><B5AB><B1B2>,not_translated_in_english,0x034A6A,Nautile reçu !,yes,no
0x034915,1047,0x034A78,"
得到盔甲化石",0x034A78,graphical_codes,<0A><B2C1><B0DB><BADF><BBBE><B5AB><B1B2>,not_translated_in_english,0x034A78,Fossile Dôme reçu !,yes,no
0x034917,1048,0x034A86,"
得到船票",0x034A86,graphical_codes,<0A><B2C1><B0DB><B6F6><B6F7>,not_translated_in_english,0x034A86,Passe Bateau reçu !,yes,no
0x034919,1049,0x034A90,"
得到矿泉水",0x034A90,graphical_codes,<0A><B2C1><B0DB><B8E9><B8EA><B5F7>,not_translated_in_english,0x034A90,Eau Fraîche reçue !,yes,no
0x03491B,1050,0x034A9C,"
得到精灵眼镜",0x034A9C,graphical_codes,<0A><B2C1><B0DB><B0A1><B0A2><B6EE><B8D1>,not_translated_in_english,0x034A9C,Scope Sylphe reçu !,yes,no
0x03491D,1051,0x034AAA,"
得到精灵笛",0x034AAA,graphical_codes,<0A><B2C1><B0DB><B0A1><B0A2><B8DF>,not_translated_in_english,0x034AAA,Poké Flûte reçue !,yes,no
0x03491F,1052,0x034AB6,"
得到金牙",0x034AB6,graphical_codes,<0A><B2C1><B0DB><B7BB><B9F9>,not_translated_in_english,0x034AB6,Dent d'Or reçue !,yes,no
0x034921,1053,0x034AC0,"
得到梦幻船票",0x034AC0,graphical_codes,<0A><B2C1><B0DB><B1D6><B9ED><B6F6><B6F7>,not_translated_in_english,0x034AC0,"Ticket Mystik
reçu !",yes,no
0x034923,1054,0x034ACE,"
得到居合斩",0x034ACE,graphical_codes,<0A><B2C1><B0DB><B1A9><B1AA><B1AB>,not_translated_in_english,0x034ACE,CS01 : Coupe !,yes,no
0x034925,1055,0x034ADA,"
得到飞天术",0x034ADA,graphical_codes,<0A><B2C1><B0DB><B1AC><B1AD><B1AE>,not_translated_in_english,0x034ADA,CS02 : Vol !,yes,no
0x034AEB,1056,0x034C09,"
欢迎!到精灵中心可以恢复精灵的体力.",0x034C09,graphical_codes,<0A><B0D2><B0D3>!<B0DB><B0A1><B0A2><B0DC><B0DD><B0DE><B0DF><B0E0><B0E1><B0A1><B0A2><B0BC><B0E2><B0E3>.,not_translated_in_english,0x034C09,"Bienvenue !
Au Centre Pokémon,
nous soignons tous
les Pokémon !",yes,no
0x034AED,1057,0x034C2D,"
您的精灵都精神了!!欢迎光临!!",0x034C2D,graphical_codes,<0A><B7C5><B0BC><B0A1><B0A2><B1C0><B0A1><B6DD><B0F8>!!<B0D2><B0D3><B0E4><B0E5>!!,not_translated_in_english,0x034C2D,"Merci !
Toute ton équipe
a la super pêche !
À bientôt !",yes,no
0x034AEF,1058,0x034C4B,"
对不起,因为机能所限这里暂时不能够对战...",0x034C4B,graphical_codes,"<0A><B0E7><B0CE><B0E8>,<B0E9><B0EA><B0EB><B0EC><B0AD><B0ED><B0EE><B0BF><B0EF><B0F0><B0CE><B0EC><B0F1><B0E7><B0F2>...",not_translated_in_english,0x034C4B,"Désolé, les combats
ne sont pas encore
disponibles ici...",yes,no
0x034AF1,1059,0x034C75,"
交换机器也坏了...下次再来看看吧",0x034C75,graphical_codes,<0A><B0F3><B0F4><B0EB><B0F5><B0F6><B0F7><B0F8>...<B0F9><B0FA><B0FB><B0FC><B0FD><B0FD><B0BE>,not_translated_in_english,0x034C75,"La machine de Troc
est aussi en panne.
Reviens plus tard.",yes,no
0x034AF3,1060,0x034C96,"
欢迎!买东西吗?",0x034C96,graphical_codes,<0A><B0D2><B0D3>!<B0D4><B0D5><B0D6><B0D7>?,not_translated_in_english,0x034C96,"Salut !
Je peux t'aider ?",yes,no
0x034AF5,1061,0x034CA6,"
谢谢惠顾!!",0x034CA6,graphical_codes,<0A><B0D8><B0D8><B0D9><B0DA>!!,not_translated_in_english,0x034CA6,"Merci !
À bientôt !",yes,no
0x034B11,1075,0x034E55,"
小拉达很小但前牙很厉害",0x034E55,graphical_codes,<0A><B0B6><B8BB><B6E5><B3F7><B0B6><B3A8><B3DD><B9F9><B3F7><B3ED><B3EE>,not_translated_in_english,0x034E55,"Rattata est petit,
mais ses crocs
sont redoutables !",yes,no
0x034B13,1076,0x034E6D,"
常青森林是天然的迷宫,小心啊",0x034E6D,graphical_codes,"<0A><B3CA><B3CB><B4D8><B4D9><B0C2><B1AD><B2AA><B0BC><B4D3><BDFE>,<B0B6><B0DD><B2AC>",not_translated_in_english,0x034E6D,"La Forêt de Jade
est un vrai
labyrinthe.
Sois prudent !",yes,no
0x034B17,1078,0x034EB7,"
有的精灵只在森林或者洞穴生活要得到更多的精灵就要多走走",0x034EB8,graphical_codes,<B0AE><B0BC><B0A1><B0A2><B2BE><B0B8><B4D8><B4D9><B1CB><B9AB><B4FB><BDB8><B1C9><B4E0><B0C3><B2C1><B0DB><B2CC><B0C8><B0BC><B0A1><B0A2><B2AB><B0C3><B0C8><B7C3><B7C3>,not_translated_in_english,0x034EB8,"Certains Pokémon
vivent seulement
dans les forêts
ou les grottes.
Explore partout
pour les trouver !",yes,no
0x034B19,1079,0x034EEF,"
说起石山矿野很黑的,精灵用闪光术能看清吧",0x034EEF,graphical_codes,"<0A><B1E7><B0E8><B1B2><B6DC><B8E9><B1F8><B3F7><B5AC><B0BC>,<B0A1><B0A2><B1A8><B4BE><B0E4><B1AE><B0EC><B0FD><B4C4><B0BE>",not_translated_in_english,0x034EEF,"Cette grotte est
très sombre.
Avec Flash,
un Pokémon peut
l'éclairer.",yes,no
0x034B29,1087,0x034FEA,"
再来啊",0x034FE0,graphical_codes,<B0FB><B0FC><B2AC>,not_translated_in_english,0x034FE0,À bientôt !,yes,no
0x034B35,1093,0x03507C,"
太不幸了,这家人被偷了!是火箭队干的!即使是警察也拿火箭队没办法!",0x035077,graphical_codes,"000000<B6C6><B0CE><B8E7><B0F8>,<B0EE><B1BF><B2B5><B1B6><B5EF><B0F8>!<B0C2><B5A2><B5A3><B5A4><B5A5><B0BC>!<B1D8><B1A7><B0C2><B5EC><B4B0><B0F6><B0C6><B5A2><B5A3><B5A4><B2B6><B2B7><B2B8>!",not_translated_in_english,0x035077,"Ces pauvres gens
ont été volés.
L'odieuse
Team Rocket
est derrière tout
ça. Même la police
a du mal à lutter !",yes,no
0x034B3F,1098,0x035125,"
我的自行车很漂亮哦",0x035122,graphical_codes,0000<B1C2><B0BC><B2F3><B3A9><BCB2><B3F7><B9D3><B7EE><B2DD>,not_translated_in_english,0x035122,Mon vélo est magnifique !,yes,no
0x034B47,1102,0x03518E,"
哎...最近没有发生什么事情...",0x035188,graphical_codes,0000000<B8F3>...<B3F2><B0CD><B2B6><B0AE><B2F4><B1C9><B2AF><B1E6><B1D5><B7AB>...,not_translated_in_english,0x035188,"Pff... Rien de neuf
ces temps-ci...",yes,no
0x034B49,1103,0x0351AC,"
我老是培育不好我的妙娃种子...",0x0351AC,graphical_codes,<0A><B1C2><B2CE><B0C2><B6A3><B6D8><B0CE><B1B4><B1C2><B0BC><B7FC><BEA7><B6AD><B1DF>...,not_translated_in_english,0x0351AC,"Je n'arrive pas
à bien élever
mon Bulbizarre...",yes,no
0x034B4B,1104,0x0351CB,"
让精灵进化图鉴可以增加...",0x0351CB,graphical_codes,<0A><B2CB><B0A1><B0A2><B3DE><B5AB><B2F1><B2F2><B0DE><B0DF><B2FB><B2FC>...,not_translated_in_english,0x0351CB,"Fais évoluer
tes Pokémon :
le Pokédex avance !",yes,no
0x034B4D,1105,0x0351E6,"
听说紫苑镇出现过幽灵精灵呢...",0x0351E6,graphical_codes,<0A><B1F1><B1E7><BDE3><BDE4><B2D6><B0A4><B2F5><B3D4><B8BD><B0A2><B0A1><B0A2><B1EB>...,not_translated_in_english,0x0351E6,"Des Pokémon Spectre
seraient apparus
à Lavanville...",yes,no
0x034B57,1110,0x0352CE,"
精灵塔有很多幽灵居住",0x0352CE,graphical_codes,0<B0A1><B0A2><B8BE><B0AE><B3F7><B0C8><B8BD><B0A2><B1A9><B1C6>,not_translated_in_english,0x0352CE,"La Tour Pokémon
abrite beaucoup
de Spectres.",yes,no
0x034B59,1111,0x0352E4,"
这个紫苑镇最有名的塔也是宠物精灵的墓园...人们将死亡的精灵带到这幽灵塔来祈求冥福",0x0352E4,graphical_codes,<0A><B0EE><B0BA><BDE3><BDE4><B2D6><B3F2><B0AE><B3B1><B0BC><B8BE><B0F6><B0C2><B0C0><B0C1><B0A1><B0A2><B0BC><BEA8><B6FE>...<B2B5><B2EF><B1D2><B8C1><BEAA><B0BC><B0A1><B0A2><B8DD><B0DB><B0EE><B8BD><B0A2><B8BE><B0FC><B8C3><B9D2><BEAB><B6B4>,not_translated_in_english,0x0352E4,"Ici reposent
les Pokémon.
La Tour est un lieu
de recueillement.",yes,no
0x034B5B,1112,0x035335,"
吉野老人可以安慰可拉可拉的灵魂",0x035335,graphical_codes,<0A><B8B8><B1F8><B2CE><B2B5><B0DE><B0DF><B8BF><B8C0><B0DE><B8BB><B0DE><B8BB><B0BC><B0A2><B8C6>,not_translated_in_english,0x035335,"M. Fuji peut
apaiser l'âme
d'Osselait.",yes,no
0x034B71,1123,0x0354AA,"
您可以用赢得的硬币盒换取精灵哦...不行,你没有硬币盒...",0x0354AB,graphical_codes,"<B7C5><B0DE><B0DF><B1A8><B3F5><B2C1><B0BC><B4B6><BDBB><BEB2><B0F4><B0A3><B0A1><B0A2><B2DD>...<B0CE><B3A9>,<B0C5><B2B6><B0AE><B4B6><BDBB><BEB2>...",not_translated_in_english,0x0354AB,"Échange tes jetons
contre des Pokémon.
Sans Boîte Jeton,
impossible !",yes,no
0x034B79,1127,0x035540,"
这里真是漂亮的地方啊",0x035539,graphical_codes,00000000<B0EE><B0BF><B1F5><B0C2><B9D3><B7EE><B0BC><B3BB><B1E2><B2AC>,not_translated_in_english,0x035539,Quel bel endroit !,yes,no
0x034BB9,1159,0x0358D3,"
使用怪兽的人不同,结果就有好有坏!",0x0358D2,graphical_codes,"00<B1A7><B1A8><B0CA><B0CB><B0BC><B2B5><B0CE><B8CF>,<BCC6><B3F6><B2AB><B0AE><B1B4><B0AE><B0F7>!",not_translated_in_english,0x0358D2,"Selon le Dresseur, les Pokémon servent le bien ou le mal !",yes,no
0x034BC5,1165,0x0359BA,"
不知什么时候草丛里会突然窜出精灵呢",0x0359B7,graphical_codes,0000<B0CE><B2D7><B2AF><B1E6><B0F0><B7CD><B1FB><B1FC><B0BF><B1F9><B5B4><B2AA><BEBD><B0A4><B0A1><B0A2><B1EB>,not_translated_in_english,0x0359B7,"Un Pokémon surgit
parfois des herbes,
sans prévenir.",yes,no
0x034BC7,1166,0x0359DE,"
到大城市里去会认识很多优秀的训练师",0x0359DE,graphical_codes,<0A><B0DB><B1BE><B3BA><B4D1><B0BF><B0C7><B1F9><B4BA><B0D1><B3F7><B0C8><B8EE><BEBE><B0BC><B2DE><B2C5><B2DF>,not_translated_in_english,0x0359DE,"Dans les grandes
villes, tu verras
d'excellents
Dresseurs.",yes,no
0x034BC9,1167,0x035A02,"
你去过金黄市吗,听说那里有很高的大楼",0x035A02,graphical_codes,"<0A><B0C5><B0C7><B3D4><B7BB><BAC2><B4D1><B0D7>,<B1F1><B1E7><B0B9><B0BF><B0AE><B3F7><B8AF><B0BC><B1BE><BEB4>",not_translated_in_english,0x035A02,"Tu es déjà allé
à Safrania ?
Ses immeubles
seraient immenses !",yes,no
0x034BCB,1168,0x035A27,"
我也想拥有传说中的精灵,可是到底哪儿才有传说中的精灵呢?",0x035A27,graphical_codes,"<0A><B1C2><B0F6><B1D7><B6A9><B0AE><B6F2><B1E7><B0DC><B0BC><B0A1><B0A2>,<B0DE><B0C2><B0DB><B3D5><B4C2><B7D0><B1F2><B0AE><B6F2><B1E7><B0DC><B0BC><B0A1><B0A2><B1EB>?",not_translated_in_english,0x035A27,"J'aimerais avoir
un Pokémon
légendaire...
Où en trouver ?",yes,no
0x034BCD,1169,0x035A5F,"
看你的能力一定是训练师新手吧.告诉你要时刻关心自己的精灵状态哦!",0x035A5F,graphical_codes,<0A><B0FD><B0C5><B0BC><B0EC><B0E3><B1D1><B2B1><B0C2><B2DE><B2C5><B2DF><B2D5><B1A3><B0BE>.<B2E6><B2E7><B0C5><B0C3><B0F0><B4E7><B0B3><B0DD><B2F3><BBA3><B0BC><B0A1><B0A2><BAF5><BAF6><B2DD>!,not_translated_in_english,0x035A5F,"Tu débutes, non ?
Surveille toujours
l'état de l'équipe.",yes,no
