stable_key,dialogue_id,reference_class,chinese_text,english_v2,disposition,source_url,source_revision,review_note
MAIN:0x033814,D0030,Red/Blue/Yellow shared,"菊子:真了不起啊,是你胜了,大木博士真有眼光,我心服口服你就朝下一个房间去吧!","AGATHA: You win! I see what Oak saw in you. Go on, child!",adapted_to_official_english,https://github.com/pret/pokered,2ab2421410b764e4dfebeddf8d9249d2cba947c4,Uses the official English Gen I scene voice where it agrees with the Chinese; Chinese-only facts and bootleg-specific terminology are retained.
MAIN:0x033861,D0031,Red/Blue/Yellow shared,"瓦它诺:你是小智?我是龙系四天王菊子瓦它诺,你应该知道龙是神圣传说中的生物,很难抓但培育的好将是天下第一!一般的攻击对龙系是没用的!开始吧,我会让你夹着尾巴逃跑的!","LANCE: I'm Lance, the Elite Four's Dragon-type master! Dragons are sacred legends, hard to catch but supreme when raised well. Common attacks are useless against them! Prepare to lose, Ash!",adapted_to_official_english,https://github.com/pret/pokered,2ab2421410b764e4dfebeddf8d9249d2cba947c4,Uses the matching official English Red/Blue/Yellow scene as its primary voice while retaining Chinese-only facts and Famicom-specific terminology.
MAIN:0x0338F4,D0032,Red/Blue/Yellow shared,"瓦它诺:虽然难过但你的技术一流!我想说小智从今开始你是宠物精灵联盟的冠军!但你必须再与一人战斗不可!那位训练家就是...小茂!他比你早战胜我们四天王,所以你们要决出真正的冠军,去吧小智!","LANCE: My dragons lost! You're first-rate, but Gary beat us first. Battle him for the true Champion title! Go, Ash!",adapted_to_official_english,https://github.com/pret/pokered,2ab2421410b764e4dfebeddf8d9249d2cba947c4,Uses the matching official English Red/Blue/Yellow scene as its primary voice while retaining Chinese-only facts and Famicom-specific terminology.
MAIN:0x0339A9,D0033,Red/Blue/Yellow shared,"小茂:小智啊?你也来了?既然做为对手的你这么弱也没什么好竞争的!我在收集图鉴的同时也找到一些完美的精灵!告诉你吧,我就是世界最强的精灵训练师!!","GARY: Ash! A weak rival is no competition! While filling my Pokédex, I found some perfect Pokémon. I'm the world's strongest Trainer!",adapted_to_official_english,https://github.com/pret/pokered,2ab2421410b764e4dfebeddf8d9249d2cba947c4,Uses the matching official English Red/Blue/Yellow scene as its primary voice while retaining Chinese-only facts and Famicom-specific terminology.
MAIN:0x033B7F,D0035,Red/Blue/Yellow shared,"大木博士:小智,你能制霸宠物精灵联盟!不是你一个人的力量!是你与精灵之间巧妙的感情!小智你跟我来!",PROF. OAK: Ash! Your victory wasn't yours alone. Your bond with your Pokémon is marvelous! Come with me!,adapted_to_official_english,https://github.com/pret/pokered,2ab2421410b764e4dfebeddf8d9249d2cba947c4,Uses the matching official English Red/Blue/Yellow scene as its primary voice while retaining Chinese-only facts and Famicom-specific terminology.
MAIN:0x033F45,D0045,Red/Blue/Yellow shared,"加纳:欢迎来到宠物精灵联盟!我是冰系四天王加纳!还没碰过害怕的东西,让我生气了就让你的精灵动弹不得!哈哈觉悟吧!","LORELEI: Welcome to the League! I'm Lorelei of the Elite Four, an Ice-type master! I fear nothing. Anger me and I'll freeze your Pokémon solid! Hahaha! Ready?",adapted_to_official_english,https://github.com/pret/pokered,2ab2421410b764e4dfebeddf8d9249d2cba947c4,Uses the matching official English Red/Blue/Yellow scene as its primary voice while retaining Chinese-only facts and Famicom-specific terminology.
MAIN:0x033FC5,D0046,Red/Blue/Yellow shared,"加纳:你到底是什么人物?...好吧,我输了就朝下一个房间前进吧",LORELEI: Who are you...? I lost. Go to the next room.,chinese_specific_retained,https://github.com/pret/pokered,2ab2421410b764e4dfebeddf8d9249d2cba947c4,Reviewed against the matching English Red/Blue/Yellow scene; the Chinese/Famicom wording is retained because the official line omits or contradicts a material source detail.
MAIN:0x033FFF,D0047,Red/Blue/Yellow shared,"西巴:我是地系四天王西巴!不管是精灵或人只要战斗磨练都能变的很强,就靠这中磨练与我的精灵工生存!你是小智吧,来尝尝我们的超级力量吧!","BRUNO: I'm Bruno, the Elite Four's Ground-type master! Training makes people and Pokémon stronger. My team and I live by it! Ash, face our power!",adapted_to_official_english,https://github.com/pret/pokered,2ab2421410b764e4dfebeddf8d9249d2cba947c4,Uses the matching official English Red/Blue/Yellow scene as its primary voice while retaining Chinese-only facts and Famicom-specific terminology.
MAIN:0x03407F,D0048,Red/Blue/Yellow shared,"西巴:到底是怎么回事?我竟然输了...既然输了,我无话可说,你就前进吧!",BRUNO: How did I lose...? Nothing more to say. Go on!,chinese_specific_retained,https://github.com/pret/pokered,2ab2421410b764e4dfebeddf8d9249d2cba947c4,Reviewed against the matching English Red/Blue/Yellow scene; the Chinese/Famicom wording is retained because the official line omits or contradicts a material source detail.
MAIN:0x0340C1,D0049,Red/Blue/Yellow shared,"菊子:我是鬼系四天王菊子,听说真新镇的大木博士相当疼你!大木博士以前是相当强的男人!现在看不出来了,光只是做宠物精灵图鉴是不够的!精灵是要用来战斗的!让我来教你真正的战斗吧!","AGATHA: I'm Agatha, the Elite Four's Ghost-type master. I hear Oak of Pallet Town is fond of you! He was once strong, but you'd never know it now. A Pokédex isn't enough. Pokémon are for fighting! I'll show you a real battle!",adapted_to_official_english,https://github.com/pret/pokered,2ab2421410b764e4dfebeddf8d9249d2cba947c4,Uses the matching official English Red/Blue/Yellow scene as its primary voice while retaining Chinese-only facts and Famicom-specific terminology.
MAIN:0x034169,D0050,Red/Blue/Yellow shared,"瓦它诺:你是小智?我是龙系四天王菊子瓦它诺,你应该知道龙是神圣传说中的生物,很难抓但培育的好将是天下第一!一般的攻击对龙系是没用的!开始吧,我会让你夹着尾巴逃跑的!","LANCE: I'm Lance, the Elite Four's Dragon-type master! Dragons are sacred legends, hard to catch but supreme when raised well. Common attacks are useless against them! Prepare to lose, Ash!",adapted_to_official_english,https://github.com/pret/pokered,2ab2421410b764e4dfebeddf8d9249d2cba947c4,Uses the matching official English Red/Blue/Yellow scene as its primary voice while retaining Chinese-only facts and Famicom-specific terminology.
MAIN:0x034207,D0051,Red/Blue/Yellow shared,瓦它诺:虽然难过但你的技术一流!不过要想成为真正的冠军就应该进入冠军的房间打败里面的训练师!!他比你早一步打败我们四天王!,"LANCE: You're first-rate! But to become the true Champion, enter the Champion's room and defeat the Trainer who beat us before you!",adapted_to_official_english,https://github.com/pret/pokered,2ab2421410b764e4dfebeddf8d9249d2cba947c4,Uses the matching official English Red/Blue/Yellow scene as its primary voice while retaining Chinese-only facts and Famicom-specific terminology.
MAIN:0x03447C,D0054,Red/Blue/Yellow shared,"大木博士:你又堂堂正正的赢了!恭喜你小智,从你刚开始得到比卡丘开始到现在你真的变强了,应该说你长大了!小智,你能制霸宠物精灵联盟!不是你一个人的力量!是你与精灵之间巧妙的感情!小智你跟我来!","PROF. OAK: Fair and square again! Congratulations, Ash! You've grown strong since Pikachu. Your victory was not yours alone; your Pokémon bond is marvelous! Come with me!",adapted_to_official_english,https://github.com/pret/pokered,2ab2421410b764e4dfebeddf8d9249d2cba947c4,Uses the matching official English Red/Blue/Yellow scene as its primary voice while retaining Chinese-only facts and Famicom-specific terminology.
MAIN:0x03456E,D0055,Red/Blue/Yellow shared,"大木博士:小智,你经过激烈的战斗!而如今成为联盟冠军!在此记录下小智的名字与精灵的名字吧!和我一起回家吧,你妈妈一定很想你","PROF. OAK: Fierce battles made you Champion, Ash! Your name and Pokémon go on record. Let's go home. Mom must miss you!",adapted_to_official_english,https://github.com/pret/pokered,2ab2421410b764e4dfebeddf8d9249d2cba947c4,Uses the matching official English Red/Blue/Yellow scene as its primary voice while retaining Chinese-only facts and Famicom-specific terminology.
MAIN:0x034C09,D0103,Red/Blue/Yellow shared,欢迎!到精灵中心可以恢复精灵的体力.,Welcome! We heal Pokémon to perfect health!,adapted_to_official_english,https://github.com/pret/pokered,2ab2421410b764e4dfebeddf8d9249d2cba947c4,Uses the official English Gen I scene voice where it agrees with the Chinese; Chinese-only facts and bootleg-specific terminology are retained.
MAIN:0x034C2D,D0104,Red/Blue/Yellow shared,您的精灵都精神了!!欢迎光临!!,Your Pokémon are fighting fit! See you again!,adapted_to_official_english,https://github.com/pret/pokered,2ab2421410b764e4dfebeddf8d9249d2cba947c4,Uses the matching official English Red/Blue/Yellow scene as its primary voice while retaining Chinese-only facts and Famicom-specific terminology.
MAIN:0x034C96,D0107,Red/Blue/Yellow shared,欢迎!买东西吗?,Hi there! May I help you?,adapted_to_official_english,https://github.com/pret/pokered,2ab2421410b764e4dfebeddf8d9249d2cba947c4,Uses the matching official English Red/Blue/Yellow scene as its primary voice while retaining Chinese-only facts and Famicom-specific terminology.
MAIN:0x034CA6,D0108,Red/Blue/Yellow shared,谢谢惠顾!!,Thank you! Please come again!,adapted_to_official_english,https://github.com/pret/pokered,2ab2421410b764e4dfebeddf8d9249d2cba947c4,Uses the matching official English Red/Blue/Yellow scene as its primary voice while retaining Chinese-only facts and Famicom-specific terminology.
MAIN:0x034DE5,D0114,Red/Blue/Yellow shared,我从没见过这家道场的首领,I've never seen this Gym's Leader.,adapted_to_official_english,https://github.com/pret/pokered,2ab2421410b764e4dfebeddf8d9249d2cba947c4,Uses the matching official English Red/Blue/Yellow scene as its primary voice while retaining Chinese-only facts and Famicom-specific terminology.
MAIN:0x034F38,D0123,Red/Blue/Yellow shared,尼比市的捉虫少年和道馆的小刚不一样!!,The Bug Catchers in Pewter City are nothing like Brock at the Gym!,chinese_specific_retained,https://github.com/pret/pokered,2ab2421410b764e4dfebeddf8d9249d2cba947c4,Reviewed against the matching English Red/Blue/Yellow scene; the Chinese/Famicom wording is retained because the official line omits or contradicts a material source detail.
MAIN:0x034FBD,D0127,Red/Blue/Yellow shared,"小孩子需要50元,参观吗?",It's $50 for a child's ticket. Would you like to come in?,adapted_to_official_english,https://github.com/pret/pokered,2ab2421410b764e4dfebeddf8d9249d2cba947c4,Uses the matching official English Red/Blue/Yellow scene as its primary voice while retaining Chinese-only facts and Famicom-specific terminology.
MAIN:0x034FCE,D0128,Red/Blue/Yellow shared,"好的,50元收下了!","Right! $50, please!",adapted_to_official_english,https://github.com/pret/pokered,2ab2421410b764e4dfebeddf8d9249d2cba947c4,Uses the matching official English Red/Blue/Yellow scene as its primary voice while retaining Chinese-only facts and Famicom-specific terminology.
MAIN:0x034FE0,D0129,Red/Blue/Yellow shared,再来啊,Come again!,adapted_to_official_english,https://github.com/pret/pokered,2ab2421410b764e4dfebeddf8d9249d2cba947c4,Uses the matching official English Red/Blue/Yellow scene as its primary voice while retaining Chinese-only facts and Famicom-specific terminology.
MAIN:0x035077,D0134,Red/Blue/Yellow shared,"太不幸了,这家人被偷了!是火箭队干的!即使是警察也拿火箭队没办法!",Those poor people were robbed! We're sure Team Rocket did it. Even our Police Force has trouble with them!,adapted_to_official_english,https://github.com/pret/pokered,2ab2421410b764e4dfebeddf8d9249d2cba947c4,Uses the matching official English Red/Blue/Yellow scene as its primary voice while retaining Chinese-only facts and Famicom-specific terminology.
MAIN:0x035206,D0145,Red/Blue/Yellow shared,"这里是精灵的墓地,有名的城镇...精灵死的时候都会带到精灵塔","This town is famous for its Pokémon graveyard. When Pokémon die, they're brought to Pokémon Tower.",adapted_to_official_english,https://github.com/pret/pokered,2ab2421410b764e4dfebeddf8d9249d2cba947c4,Uses the matching official English Red/Blue/Yellow scene as its primary voice while retaining Chinese-only facts and Famicom-specific terminology.
MAIN:0x03523F,D0146,Red/Blue/Yellow shared,最近幽灵塔里好象出现幽灵...好像是被火箭队杀害的精灵的幽灵...,Ghosts appeared in Pokémon Tower. I think they're the spirits of Pokémon that Team Rocket killed.,adapted_to_official_english,https://github.com/pret/pokered,2ab2421410b764e4dfebeddf8d9249d2cba947c4,Uses the matching official English Red/Blue/Yellow scene as its primary voice while retaining Chinese-only facts and Famicom-specific terminology.
MAIN:0x035279,D0147,Red/Blue/Yellow shared,你相信有幽灵的存在吗?,Do you believe in ghosts?,chinese_specific_retained,https://github.com/pret/pokered,2ab2421410b764e4dfebeddf8d9249d2cba947c4,Reviewed against the matching English Red/Blue/Yellow scene; the Chinese/Famicom wording is retained because the official line omits or contradicts a material source detail.
MAIN:0x0352E4,D0151,Red/Blue/Yellow shared,这个紫苑镇最有名的塔也是宠物精灵的墓园...人们将死亡的精灵带到这幽灵塔来祈求冥福,Lavender Town's famous Pokémon Tower is a cemetery. People bring their departed Pokémon there to pray for them.,adapted_to_official_english,https://github.com/pret/pokered,2ab2421410b764e4dfebeddf8d9249d2cba947c4,Uses the matching official English Red/Blue/Yellow scene as its primary voice while retaining Chinese-only facts and Famicom-specific terminology.
MAIN:0x0358D2,D0193,Red/Blue/Yellow shared,"使用怪兽的人不同,结果就有好有坏!",Pokémon are not good or evil. It depends on their Trainer!,adapted_to_official_english,https://github.com/pret/pokered,2ab2421410b764e4dfebeddf8d9249d2cba947c4,Uses the matching official English Red/Blue/Yellow scene as its primary voice while retaining Chinese-only facts and Famicom-specific terminology.
MAIN:0x035DCC,D0227,Red/Blue/Yellow shared,"这生物被视为宠物,或使用于对战等等.而我是研究这宠物精灵的!",People keep Pokémon as pets or use them in fights. I study them.,adapted_to_official_english,https://github.com/pret/pokered,2ab2421410b764e4dfebeddf8d9249d2cba947c4,Uses the official English Gen I scene voice where it agrees with the Chinese; Chinese-only facts and bootleg-specific terminology are retained.
MAIN:0x035E82,D0228,Red/Blue/Yellow shared,"小智,一个将属于你的故事,梦想即将开始!",ASH! Your Pokémon story and dreams begin now!,adapted_to_official_english,https://github.com/pret/pokered,2ab2421410b764e4dfebeddf8d9249d2cba947c4,Uses the official English Gen I scene voice where it agrees with the Chinese; Chinese-only facts and bootleg-specific terminology are retained.
MAIN:0x0365FE,D0231,Red/Blue/Yellow shared,休息一下如何?,How about a rest?,adapted_to_official_english,https://github.com/pret/pokered,2ab2421410b764e4dfebeddf8d9249d2cba947c4,Uses the matching official English Red/Blue/Yellow scene as its primary voice while retaining Chinese-only facts and Famicom-specific terminology.
MAIN:0x037994,D0244,Red/Blue/Yellow shared,"小茂:怎么回事?真的结束了吗?尽了全力却还是输了!好不容易爬到这个地步...为什么我会输...我的培育方法不可能出错的...没办法,你是宠物联盟的新冠军...我真不太想承认",GARY: What? Is it really over? I gave it everything and still lost! I worked so hard to get here... Why did I lose? I couldn't have raised my Pokémon wrong... Fine. You're the new Pokémon League Champion. I hate to admit it.,adapted_to_official_english,https://github.com/pret/pokered,2ab2421410b764e4dfebeddf8d9249d2cba947c4,Uses the matching official English Red/Blue/Yellow scene as its primary voice while retaining Chinese-only facts and Famicom-specific terminology.
MAIN:0x038092,D0253,Pokémon Yellow,"喔...小智在那有个圆圆的球吧,那里有宠物精灵是要给你的!拿去吧!","OAK: That ball holds your Pokémon, Ash. Go ahead, it's yours!",adapted_to_official_english,https://github.com/pret/pokeyellow,e6ba56989b0f2694f393e6924820be11dcc1fbb8,Uses the matching official English Red/Blue/Yellow scene as its primary voice while retaining Chinese-only facts and Famicom-specific terminology.
MAIN:0x0380C5,D0255,Red/Blue/Yellow shared,欢迎!买东西吗?,Hi there! May I help you?,adapted_to_official_english,https://github.com/pret/pokered,2ab2421410b764e4dfebeddf8d9249d2cba947c4,Uses the matching official English Red/Blue/Yellow scene as its primary voice while retaining Chinese-only facts and Famicom-specific terminology.
MAIN:0x038445,D0274,Red/Blue/Yellow shared,"你好!欢迎你光临宠物精灵的世界!大家都叫我大木博士,在这世界住着被称为宠物精灵的生物!这生物被视为宠物,或使用于对战等等.而我是研究这宠物精灵的!小智,一个将属于你的故事,梦想即将开始!","PROF. OAK: Hello there! Welcome to the world of Pokémon! I'm Oak, the Pokémon Prof.! Pokémon live here as pets or fighters. I study them! Ash, your own Pokémon story and dreams begin now!",adapted_to_official_english,https://github.com/pret/pokered,2ab2421410b764e4dfebeddf8d9249d2cba947c4,Uses the matching official English Red/Blue/Yellow scene as its primary voice while retaining Chinese-only facts and Famicom-specific terminology.
MAIN:0x0384F8,D0275,Pokémon Yellow,"小茂:嗨!小智,你要找大木爷爷的话,他不在喔!我也是听他说要给宠物精灵才赶紧来的...","GARY: Yo, Ash! Gramps isn't around! I ran here 'cos he said he had a Pokémon for me.",adapted_to_official_english,https://github.com/pret/pokeyellow,e6ba56989b0f2694f393e6924820be11dcc1fbb8,Uses the matching official English Red/Blue/Yellow scene as its primary voice while retaining Chinese-only facts and Famicom-specific terminology.
MAIN:0x038519,D0276,Red/Blue/Yellow shared,大木:真是危险!野生精灵会从草丛中跳出来的!你如有宠物精灵是可与他对战...对了!跟我来一下吧!,"PROF. OAK: It's dangerous! Wild Pokémon jump out of the grass! If you had your own Pokémon, you could battle them... That's it! Come with me!",chinese_specific_retained,https://github.com/pret/pokered,2ab2421410b764e4dfebeddf8d9249d2cba947c4,Reviewed against the matching English Red/Blue/Yellow scene; the Chinese/Famicom wording is retained because the official line omits or contradicts a material source detail.
MAIN:0x0385D6,D0278,Pokémon Yellow,小茂:啊!...啊!偏心!爷爷我也要!,"GARY: Hey! That's not fair! Gramps, I want one too!",chinese_specific_retained,https://github.com/pret/pokeyellow,e6ba56989b0f2694f393e6924820be11dcc1fbb8,Reviewed against the matching English Red/Blue/Yellow scene; the Chinese/Famicom wording is retained because the official line omits or contradicts a material source detail.
MAIN:0x0385F3,D0279,Pokémon Yellow,大木:小茂你急什么!我等一下也会给你的,"OAK: Be patient, Gary. I'll give you one later.",adapted_to_official_english,https://github.com/pret/pokeyellow,e6ba56989b0f2694f393e6924820be11dcc1fbb8,Uses the matching official English Red/Blue/Yellow scene as its primary voice while retaining Chinese-only facts and Famicom-specific terminology.
MAIN:0x038620,D0280,Pokémon Yellow,小茂:哼!我一定能拿到比你好的!,GARY: Humph! I'll get a better Pokémon than you!,adapted_to_official_english,https://github.com/pret/pokeyellow,e6ba56989b0f2694f393e6924820be11dcc1fbb8,Uses the matching official English Red/Blue/Yellow scene as its primary voice while retaining Chinese-only facts and Famicom-specific terminology.
MAIN:0x03864F,D0281,Pokémon Yellow,"小茂:小智,这个可是我的!","GARY: Ash, this one is mine!",chinese_specific_retained,https://github.com/pret/pokeyellow,e6ba56989b0f2694f393e6924820be11dcc1fbb8,Reviewed against the matching English Red/Blue/Yellow scene; the Chinese/Famicom wording is retained because the official line omits or contradicts a material source detail.
MAIN:0x038670,D0282,Pokémon Yellow,大木:喂!什么!你在做什么!,OAK: Gary! What are you doing?,adapted_to_official_english,https://github.com/pret/pokeyellow,e6ba56989b0f2694f393e6924820be11dcc1fbb8,Uses the matching official English Red/Blue/Yellow scene as its primary voice while retaining Chinese-only facts and Famicom-specific terminology.
MAIN:0x03868A,D0283,Pokémon Yellow,小茂:爷爷!人家就是想要这个嘛!,"GARY: Gramps, I want this one!",adapted_to_official_english,https://github.com/pret/pokeyellow,e6ba56989b0f2694f393e6924820be11dcc1fbb8,Uses the matching official English Red/Blue/Yellow scene as its primary voice while retaining Chinese-only facts and Famicom-specific terminology.
MAIN:0x0386A2,D0284,Pokémon Yellow,"大木:真是拿你没办法,好吧!那个宠物精灵就给你吧!反正是早晚的是...小智,你来一下好吗?","OAK: All right! That Pokémon is yours. You'd get one anyway... Ash, come.",adapted_to_official_english,https://github.com/pret/pokeyellow,e6ba56989b0f2694f393e6924820be11dcc1fbb8,Uses the official English Gen I scene voice where it agrees with the Chinese; Chinese-only facts and bootleg-specific terminology are retained.
MAIN:0x038744,D0286,Pokémon Yellow,得到比卡丘,Got Pikachu!,chinese_specific_retained,https://github.com/pret/pokeyellow,e6ba56989b0f2694f393e6924820be11dcc1fbb8,Reviewed against the matching English Red/Blue/Yellow scene; the Chinese/Famicom wording is retained because the official line omits or contradicts a material source detail.
MAIN:0x038755,D0287,Pokémon Yellow,小茂:刚得到精灵就当我的对手练习练习吧!,"GARY: Wait, Ash! Let's test our new Pokémon! I'll take you on!",adapted_to_official_english,https://github.com/pret/pokeyellow,e6ba56989b0f2694f393e6924820be11dcc1fbb8,Uses the official English Gen I scene voice where it agrees with the Chinese; Chinese-only facts and bootleg-specific terminology are retained.
MAIN:0x0387F3,D0289,Red/Blue/Yellow shared,"店员:你是从真新镇来的吧?你知道大木博士吧.这是他要的东西,请转交给他!","You're from Pallet Town, right? You know Prof. Oak? Please deliver this order to him.",adapted_to_official_english,https://github.com/pret/pokered,2ab2421410b764e4dfebeddf8d9249d2cba947c4,Uses the official English Gen I scene voice where it agrees with the Chinese; Chinese-only facts and bootleg-specific terminology are retained.
MAIN:0x0388DE,D0294,Red/Blue/Yellow shared,大木:啊?有东西要交给我?,OAK: Oh? Something for me?,adapted_to_official_english,https://github.com/pret/pokered,2ab2421410b764e4dfebeddf8d9249d2cba947c4,Uses the matching official English Red/Blue/Yellow scene as its primary voice while retaining Chinese-only facts and Famicom-specific terminology.
MAIN:0x03897B,D0298,Red/Blue/Yellow shared,得到图鉴,Got Pokédex!,chinese_specific_retained,https://github.com/pret/pokered,2ab2421410b764e4dfebeddf8d9249d2cba947c4,Reviewed against the matching English Red/Blue/Yellow scene; the Chinese/Famicom wording is retained because the official line omits or contradicts a material source detail.
MAIN:0x038A46,D0301,Red/Blue/Yellow shared,"小茂姐姐:爷爷有任务交给你啊,真辛苦,这个给你用吧","GARY'S SIS: Grandpa asked you to run an errand? Here, this will help you!",adapted_to_official_english,https://github.com/pret/pokered,2ab2421410b764e4dfebeddf8d9249d2cba947c4,Uses the official English Gen I scene voice where it agrees with the Chinese; Chinese-only facts and bootleg-specific terminology are retained.
MAIN:0x038A8E,D0302,Red/Blue/Yellow shared,得到地图,Got Town Map!,chinese_specific_retained,https://github.com/pret/pokered,2ab2421410b764e4dfebeddf8d9249d2cba947c4,Reviewed against the matching English Red/Blue/Yellow scene; the Chinese/Famicom wording is retained because the official line omits or contradicts a material source detail.
MAIN:0x038B03,D0305,Red/Blue/Yellow shared,"小茂:小智!你要去宠物精灵联盟啊?算了吧!反正我看你也没有徽章,把关的人不会让你过去的!还有你的精灵到底有没有变强啊?","GARY: League, Ash? No Badges, no pass! Did your Pokémon get stronger?",adapted_to_official_english,https://github.com/pret/pokered,2ab2421410b764e4dfebeddf8d9249d2cba947c4,Uses the official English Gen I scene voice where it agrees with the Chinese; Chinese-only facts and bootleg-specific terminology are retained.
MAIN:0x038BBC,D0306,Red/Blue/Yellow shared,"小茂:在宠物精灵联盟里尽是非常强劲的训兽师,不能不想办法通过那里,你也不能尽是停留在这里,想办法往前进吧!",GARY: The League has tough Trainers! I must get past them. Quit dawdling and move on!,adapted_to_official_english,https://github.com/pret/pokered,2ab2421410b764e4dfebeddf8d9249d2cba947c4,Uses the matching official English Red/Blue/Yellow scene as its primary voice while retaining Chinese-only facts and Famicom-specific terminology.
MAIN:0x038D7A,D0316,Red/Blue/Yellow shared,男孩:你是精灵训练家吧?小刚正在找寻对手...来吧!,Trainer? Brock wants challengers! Follow me!,adapted_to_official_english,https://github.com/pret/pokered,2ab2421410b764e4dfebeddf8d9249d2cba947c4,Uses the official English Gen I scene voice where it agrees with the Chinese; Chinese-only facts and bootleg-specific terminology are retained.
